ID,縣市,行政區,鄉鎮村里,中位數,納稅單位,綜合所得總額,平均數,第一分位數,第三分位數,標準差,變異係數
1577,台南市,中西區,三合里,497,460,338569,736,277,824,911.14,123.79
1578,台南市,中西區,民權里,500,398,322148,809,311,919,1777.94,219.66
1579,台南市,中西區,保安里,404,322,207906,646,223,838,687.69,106.51
1580,台南市,中西區,郡西里,463,302,202239,670,267,744,1728.42,258.1
1581,台南市,中西區,其他,0,0,0,0,0,0,0,0
1582,台南市,中西區,合計,541,19744,18850460,955,301,1006,4113.97,430.9
7722,屏東縣,九如鄉,九清村,479,285,174431,612,319,790,463.42,75.72
7723,屏東縣,九如鄉,九塊村,476,229,135837,593,295,772,501.27,84.51
7724,屏東縣,九如鄉,九明村,472,239,134938,565,298,698,439.91,77.92
7725,屏東縣,九如鄉,玉水村,442,241,130948,543,280,716,387.03,71.23
7726,屏東縣,九如鄉,玉泉村,495,292,196074,671,313,812,704.88,104.97
7727,屏東縣,九如鄉,東寧村,498,828,506157,611,309,791,452.49,74.02
7728,屏東縣,九如鄉,大坵村,429,169,99231,587,292,701,504.53,85.93
7729,屏東縣,九如鄉,三塊村,444,238,128766,541,272,682,410.22,75.82
7730,屏東縣,九如鄉,後庄村,432,312,166538,534,265,718,387.03,72.51
7731,屏東縣,九如鄉,耆老村,560,216,148749,689,357,894,504.65,73.28
7732,屏東縣,九如鄉,洽興村,454,207,123933,599,312,761,493.91,82.5
7733,屏東縣,九如鄉,其他,626,2,1252,626,502,750,350.45,55.99
7734,屏東縣,九如鄉,合計,476,3258,1946854,598,300,760,481.53,80.58
6931,雲林縣,二崙鄉,崙東村,527,290,181111,625,310,810,468.42,75
6932,雲林縣,二崙鄉,崙西村,541,313,218557,698,319,949,571.73,81.88
6933,雲林縣,二崙鄉,來惠村,472,235,136268,580,264,756,505.65,87.2
6934,雲林縣,二崙鄉,三和村,489,270,165296,612,296,760,497.09,81.2
6935,雲林縣,二崙鄉,湳仔村,463,209,127609,611,312,737,456.44,74.76
6936,雲林縣,二崙鄉,田尾村,510,309,194699,630,328,755,532.63,84.53
6937,雲林縣,二崙鄉,港後村,490,267,162827,610,298,813,457.09,74.95
6938,雲林縣,二崙鄉,庄西村,424,145,70620,487,255,593,359.76,73.87
6939,雲林縣,二崙鄉,大義村,504,139,90914,654,269,827,720.38,110.14
6940,雲林縣,二崙鄉,大庄村,589,168,124316,740,337,836,1172.84,158.5
6941,雲林縣,二崙鄉,復興村,444,148,93352,631,301,779,579.23,91.83
6942,雲林縣,二崙鄉,油車村,531,365,230511,632,304,831,496.43,78.61
6943,雲林縣,二崙鄉,大同村,436,118,70786,600,219,867,532.47,88.76
6944,雲林縣,二崙鄉,大華村,529,119,89831,755,329,942,779.16,103.22
6945,雲林縣,二崙鄉,義庄村,460,84,45126,537,279,686,377.15,70.2
6946,雲林縣,二崙鄉,楊賢村,514,204,124000,608,320,805,459.65,75.62
6947,雲林縣,二崙鄉,定安村,470,128,75106,587,280,691,493.03,84.03
6948,雲林縣,二崙鄉,永定村,525,221,148116,670,344,875,684.81,102.18
6949,雲林縣,二崙鄉,其他,0,0,0,0,0,0,0,0
6950,雲林縣,二崙鄉,合計,501,3732,2349045,629,302,803,576.81,91.64
6171,彰化縣,二林鎮,東和里,571,514,384918,749,324,939,688.55,91.95
6172,彰化縣,二林鎮,南光里,556,828,597577,722,321,936,656.98,91.03
6173,彰化縣,二林鎮,西平里,476,288,165292,574,282,774,415.56,72.41
6174,彰化縣,二林鎮,北平里,519,691,444505,643,328,838,493.21,76.67
6175,彰化縣,二林鎮,中西里,506,276,167543,607,324,775,448.71,73.92
6176,彰化縣,二林鎮,廣興里,458,274,152501,557,276,710,434.26,78.02
6177,彰化縣,二林鎮,香田里,492,204,121519,596,316,701,499.27,83.82
6178,彰化縣,二林鎮,外竹里,451,203,119483,589,303,672,501.8,85.25
6179,彰化縣,二林鎮,興華里,500,225,136413,606,305,814,399.43,65.88
6180,彰化縣,二林鎮,東興里,497,258,163027,632,325,808,497.55,78.74
6181,彰化縣,二林鎮,後厝里,545,776,519666,670,332,914,511.72,76.41
6182,彰化縣,二林鎮,豐田里,513,487,326667,671,317,893,553.04,82.45
6183,彰化縣,二林鎮,頂厝里,502,254,146674,577,327,701,405.4,70.21
6184,彰化縣,二林鎮,趙甲里,473,247,164964,668,288,751,930.68,139.35
6185,彰化縣,二林鎮,振興里,417,211,108667,515,287,637,348.73,67.71
6186,彰化縣,二林鎮,萬興里,521,170,113436,667,317,873,561.68,84.18
6187,彰化縣,二林鎮,永興里,432,310,181033,584,278,704,503.43,86.21
6188,彰化縣,二林鎮,西庄里,479,246,142724,580,280,736,541.03,93.25
6189,彰化縣,二林鎮,梅芳里,436,180,98688,548,270,686,403.49,73.59
6190,彰化縣,二林鎮,華崙里,430,739,409292,554,266,688,476.83,86.09
6191,彰化縣,二林鎮,東勢里,469,176,103766,590,302,779,428.29,72.64
6192,彰化縣,二林鎮,大永里,451,148,81955,554,289,735,425.32,76.81
6193,彰化縣,二林鎮,萬合里,494,197,121529,617,292,862,453.34,73.49
6194,彰化縣,二林鎮,原斗里,481,256,150932,590,327,763,402.57,68.28
6195,彰化縣,二林鎮,西斗里,455,212,126006,594,292,761,479.85,80.73
6196,彰化縣,二林鎮,東華里,535,181,127703,706,342,844,623.97,88.44
6197,彰化縣,二林鎮,復豐里,472,123,71671,583,314,743,401.58,68.92
6198,彰化縣,二林鎮,其他,305,1,305,305,305,305,0,0
6199,彰化縣,二林鎮,合計,494,8675,5448454,628,305,807,533.59,84.96
6419,彰化縣,二水鄉,十五村,469,158,87001,551,306,666,424.27,77.05
6420,彰化縣,二水鄉,合和村,447,189,112544,595,286,745,499.5,83.88
6421,彰化縣,二水鄉,上豊村,483,226,123968,549,338,695,307.66,56.09
6422,彰化縣,二水鄉,過圳村,420,132,76004,576,297,668,514.44,89.35
6423,彰化縣,二水鄉,五伯村,511,136,91483,673,314,738,842.83,125.3
6424,彰化縣,二水鄉,光化村,516,276,186363,675,329,860,576.03,85.31
6425,彰化縣,二水鄉,文化村,550,255,174511,684,322,836,655.38,95.77
6426,彰化縣,二水鄉,二水村,505,235,146532,624,354,815,414.16,66.42
6427,彰化縣,二水鄉,聖化村,525,131,96387,736,306,836,887.98,120.69
6428,彰化縣,二水鄉,裕民村,523,244,160061,656,329,852,495.65,75.56
6429,彰化縣,二水鄉,惠民村,495,179,105160,587,316,817,395.46,67.31
6430,彰化縣,二水鄉,大園村,510,172,100420,584,338,753,378.39,64.81
6431,彰化縣,二水鄉,修仁村,525,175,114652,655,364,852,467.63,71.38
6432,彰化縣,二水鄉,源泉村,566,141,96752,686,348,880,587.87,85.67
6433,彰化縣,二水鄉,倡和村,483,110,60784,553,288,662,386.62,69.96
6434,彰化縣,二水鄉,復興村,429,232,122868,530,284,681,366.96,69.29
6435,彰化縣,二水鄉,合興村,525,133,81989,616,312,776,438.86,71.19
6436,彰化縣,二水鄉,其他,1465,1,1465,1465,1465,1465,0,0
6437,彰化縣,二水鄉,合計,499,3125,1938946,620,317,785,522.32,84.18
5311,新竹縣,五峰鄉,大隘村,475,225,124397,553,277,736,370.58,67.03
5312,新竹縣,五峰鄉,桃山村,531,176,116233,660,303,793,606.98,91.91
5313,新竹縣,五峰鄉,花園村,510,103,60084,583,305,760,403.09,69.1
5314,新竹縣,五峰鄉,竹林村,502,44,25894,589,317,702,429.58,72.99
5315,新竹縣,五峰鄉,其他,0,0,0,0,0,0,0,0
5316,新竹縣,五峰鄉,合計,494,548,326608,596,302,759,470.16,78.89
4387,宜蘭縣,五結鄉,五結村,518,885,578551,654,308,838,601.25,91.97
4388,宜蘭縣,五結鄉,協和村,499,811,531888,656,299,772,771.66,117.66
4389,宜蘭縣,五結鄉,大吉村,500,843,506628,601,285,794,475.31,79.09
4390,宜蘭縣,五結鄉,福興村,500,499,317059,635,288,809,524.91,82.61
4391,宜蘭縣,五結鄉,三興村,491,481,303831,632,312,758,603.64,95.56
4392,宜蘭縣,五結鄉,鎮安村,518,651,417464,641,336,819,525.84,82
4393,宜蘭縣,五結鄉,中興村,463,367,221102,602,295,773,519.43,86.22
4394,宜蘭縣,五結鄉,四結村,541,740,550597,744,318,912,725.23,97.47
4395,宜蘭縣,五結鄉,上四村,477,442,256649,581,291,743,455.74,78.49
4396,宜蘭縣,五結鄉,二結村,511,485,337785,696,303,800,921.94,132.37
4397,宜蘭縣,五結鄉,利澤村,467,551,306416,556,277,678,432.21,77.72
4398,宜蘭縣,五結鄉,季新村,444,672,370175,551,269,687,442.41,80.31
4399,宜蘭縣,五結鄉,成興村,479,679,389976,574,288,724,497.98,86.71
4400,宜蘭縣,五結鄉,孝威村,458,359,196969,549,298,672,406.93,74.17
4401,宜蘭縣,五結鄉,錦衆村,423,375,199057,531,263,674,439.86,82.87
4402,宜蘭縣,五結鄉,其他,321,20,10666,533,234,525,634.11,118.9
4403,宜蘭縣,五結鄉,合計,488,8860,5494813,620,295,773,586.33,94.54
3251,新北市,五股區,興珍里,471,1722,1283767,746,285,798,1509.84,202.52
3252,新北市,五股區,更寮里,498,344,233483,679,299,775,867.66,127.84
3253,新北市,五股區,集福里,512,953,626406,657,322,797,544.32,82.81
3254,新北市,五股區,觀音里,448,298,177707,596,273,755,542.09,90.9
3255,新北市,五股區,成州里,478,1381,823366,596,290,739,546.24,91.62
3256,新北市,五股區,五股里,490,1150,785212,683,291,793,753.9,110.41
3257,新北市,五股區,五龍里,437,375,215298,574,270,692,526.85,91.77
3258,新北市,五股區,德音里,578,1489,1356307,911,337,1005,2662.76,292.33
3259,新北市,五股區,貿商里,567,733,518559,707,331,890,610.78,86.34
3260,新北市,五股區,陸一里,492,368,242008,658,323,818,582.4,88.56
3261,新北市,五股區,成功里,467,1419,839416,592,300,723,518.25,87.61
3262,新北市,五股區,五福里,487,977,623511,638,287,772,778.5,121.99
3263,新北市,五股區,成德里,456,677,386527,571,279,737,480.37,84.14
3264,新北市,五股區,德泰里,555,1270,1185095,933,342,898,8031.44,860.68
3265,新北市,五股區,六福里,544,895,635773,710,333,889,645.75,90.9
3266,新北市,五股區,集賢里,499,945,568316,601,314,775,458.39,76.22
3267,新北市,五股區,民義里,494,808,544235,674,327,789,801.91,119.06
3268,新北市,五股區,成泰里,516,1183,777540,657,324,818,548.82,83.5
3269,新北市,五股區,水碓里,525,1972,1380958,700,339,864,627.97,89.67
3270,新北市,五股區,福德里,525,797,518733,651,332,824,497.76,76.48
3271,新北市,五股區,其他,422,6,2624,437,319,571,237.95,54.41
3272,新北市,五股區,合計,507,19762,13724840,695,311,816,2275.09,327.58
2053,台南市,仁德區,太子里,463,1310,810204,618,292,747,769.15,124.36
2054,台南市,仁德區,土庫里,485,608,380995,627,306,758,538.54,85.94
2055,台南市,仁德區,一甲里,526,808,581590,720,319,861,689.26,95.76
2056,台南市,仁德區,仁德里,543,1845,1344384,729,325,947,637.79,87.53
2057,台南市,仁德區,新田里,514,843,566158,672,316,836,633.91,94.39
2058,台南市,仁德區,後壁里,507,2308,1487696,645,319,818,495.22,76.83
2059,台南市,仁德區,上崙里,495,1198,744169,621,324,778,488.52,78.64
2060,台南市,仁德區,田厝里,459,371,216892,585,305,654,503.19,86.07
2061,台南市,仁德區,三甲里,525,185,135027,730,333,943,619.03,84.81
2062,台南市,仁德區,保安里,494,770,543630,706,306,837,794.13,112.48
2063,台南市,仁德區,二行里,486,565,375439,664,317,788,708.28,106.59
2064,台南市,仁德區,大甲里,480,534,319930,599,323,748,464.44,77.52
2065,台南市,仁德區,中洲里,471,322,207190,643,309,779,538.87,83.75
2066,台南市,仁德區,中生里,494,327,216635,662,336,805,587.54,88.69
2067,台南市,仁德區,仁和里,430,41,22816,556,279,739,460.53,82.76
2068,台南市,仁德區,成功里,480,1033,634426,614,316,769,493.34,80.33
2069,台南市,仁德區,仁愛里,533,394,269027,683,304,855,871.77,127.67
2070,台南市,仁德區,仁義里,511,2710,1908575,704,322,858,776.68,110.28
2071,台南市,仁德區,其他,331,1,331,331,331,331,0,0
2072,台南市,仁德區,合計,501,16173,10765115,666,317,820,646.08,97.06
1232,基隆市,仁愛區,仁德里,523,391,380974,974,278,946,2955.08,303.28
1233,基隆市,仁愛區,和明里,661,619,585664,946,355,1195,1609.59,170.12
1234,基隆市,仁愛區,水錦里,623,629,492690,783,327,1045,702.32,89.66
1235,基隆市,仁愛區,玉田里,556,363,290964,802,328,967,952.98,118.89
1236,基隆市,仁愛區,新店里,515,276,207849,753,255,955,773.96,102.77
1237,基隆市,仁愛區,文昌里,482,286,208071,728,276,924,736.93,101.29
1238,基隆市,仁愛區,誠仁里,508,305,180615,592,295,752,465.92,78.68
1239,基隆市,仁愛區,林泉里,539,558,365563,655,299,837,543.3,82.93
1240,基隆市,仁愛區,育仁里,475,229,134494,587,292,676,474.47,80.79
1241,基隆市,仁愛區,吉仁里,471,818,479713,586,287,719,505.77,86.24
1242,基隆市,仁愛區,博愛里,530,533,407143,764,314,899,955.59,125.1
1243,基隆市,仁愛區,福仁里,532,245,165747,677,303,848,585.41,86.53
1244,基隆市,仁愛區,智仁里,618,866,709671,819,354,1062,745.69,90.99
1245,基隆市,仁愛區,曲水里,493,262,187892,717,300,799,1016.37,141.73
1246,基隆市,仁愛區,德厚里,515,544,382719,704,309,892,819.52,116.49
1247,基隆市,仁愛區,英仁里,479,370,215769,583,309,709,459.61,78.81
1248,基隆市,仁愛區,龍門里,539,199,122951,618,362,725,488.11,79
1249,基隆市,仁愛區,花崗里,535,375,267874,714,302,984,628.53,87.99
1250,基隆市,仁愛區,同風里,429,202,126640,627,247,770,665.18,106.1
1251,基隆市,仁愛區,虹橋里,597,517,394940,764,342,1012,677,88.62
1252,基隆市,仁愛區,書院里,433,293,174241,595,272,681,687.37,115.59
1253,基隆市,仁愛區,獅球里,493,261,161945,620,312,774,477.61,76.97
1254,基隆市,仁愛區,忠勇里,556,340,261217,768,341,937,790.86,102.94
1255,基隆市,仁愛區,文安里,500,232,134646,580,286,759,407.47,70.21
1256,基隆市,仁愛區,明德里,522,198,133528,674,276,875,598.42,88.74
1257,基隆市,仁愛區,兆連里,490,213,132502,622,319,762,498.79,80.18
1258,基隆市,仁愛區,崇文里,480,279,179981,645,284,828,672.21,104.2
1259,基隆市,仁愛區,朝棟里,537,835,581108,696,339,879,571.13,82.07
1260,基隆市,仁愛區,光華里,523,739,505854,685,321,872,579.04,84.59
1261,基隆市,仁愛區,其他,598,1,598,598,598,598,0,0
1262,基隆市,仁愛區,合計,529,11978,8573565,716,307,889,917.51,128.18
5901,南投縣,仁愛鄉,大同村,513,278,184432,663,311,730,646.58,97.46
5902,南投縣,仁愛鄉,春陽村,567,126,81805,649,370,816,412.32,63.51
5903,南投縣,仁愛鄉,合作村,535,50,30552,611,351,752,390.23,63.86
5904,南投縣,仁愛鄉,發祥村,547,58,35113,605,411,691,381.86,63.08
5905,南投縣,仁愛鄉,力行村,597,35,24473,699,416,783,490.84,70.2
5906,南投縣,仁愛鄉,法治村,449,68,34497,507,294,653,356.13,70.2
5907,南投縣,仁愛鄉,親愛村,470,175,99323,568,314,727,398.99,70.3
5908,南投縣,仁愛鄉,中正村,392,98,46922,479,252,611,322.21,67.29
5909,南投縣,仁愛鄉,互助村,526,138,88977,645,285,903,457.73,70.99
5910,南投縣,仁愛鄉,新生村,499,51,33674,660,409,825,416.8,63.13
5911,南投縣,仁愛鄉,萬豐村,428,47,25159,535,276,738,370.52,69.22
5912,南投縣,仁愛鄉,精英村,464,125,73158,585,308,685,460.28,78.65
5913,南投縣,仁愛鄉,南豐村,460,162,98621,609,283,747,568.65,93.41
5914,南投縣,仁愛鄉,榮興村,460,9,4678,520,394,514,243.99,46.94
5915,南投縣,仁愛鄉,翠華村,445,26,12457,479,242,645,336.72,70.28
5916,南投縣,仁愛鄉,其他,462,1,462,462,462,462,0,0
5917,南投縣,仁愛鄉,合計,489,1447,874301,604,320,753,483.29,79.99
2736,高雄市,仁武區,仁武里,522,1447,1022381,707,326,898,801.25,113.4
2737,高雄市,仁武區,文武里,551,2211,1576796,713,339,907,754.31,105.77
2738,高雄市,仁武區,竹後里,499,594,374501,630,313,773,550.09,87.25
2739,高雄市,仁武區,八卦里,592,3702,2797098,756,348,1002,610.41,80.79
2740,高雄市,仁武區,大灣里,526,788,556731,707,316,877,649.13,91.88
2741,高雄市,仁武區,灣內里,554,1382,986304,714,342,898,611.96,85.75
2742,高雄市,仁武區,考潭里,511,654,470960,720,312,871,745.99,103.59
2743,高雄市,仁武區,烏林里,460,872,480827,551,298,663,409.75,74.31
2744,高雄市,仁武區,仁福里,471,155,108731,701,271,795,790.81,112.73
2745,高雄市,仁武區,高楠里,451,438,262516,599,292,667,748.09,124.82
2746,高雄市,仁武區,後安里,478,601,357655,595,308,766,466.08,78.32
2747,高雄市,仁武區,中華里,437,344,187277,544,286,692,391.07,71.83
2748,高雄市,仁武區,五和里,534,865,578113,668,334,837,537.79,80.47
2749,高雄市,仁武區,仁和里,641,929,775784,835,338,1088,791.53,94.79
2750,高雄市,仁武區,赤山里,573,1290,965157,748,328,951,669.11,89.43
2751,高雄市,仁武區,仁慈里,592,615,543378,884,337,1139,954.57,108.04
2752,高雄市,仁武區,其他,385,1,385,385,385,385,0,0
2753,高雄市,仁武區,合計,543,16888,12044593,713,328,904,674.68,94.6
6210,彰化縣,伸港鄉,新港村,450,1486,897107,604,273,744,565.27,93.63
6211,彰化縣,伸港鄉,什股村,404,438,230066,525,253,640,433.75,82.58
6212,彰化縣,伸港鄉,海尾村,419,529,268828,508,247,661,391.73,77.08
6213,彰化縣,伸港鄉,全興村,430,391,217379,556,265,640,520.11,93.55
6214,彰化縣,伸港鄉,溪底村,455,495,288929,584,281,718,764.83,131.03
6215,彰化縣,伸港鄉,定興村,403,733,365902,499,245,632,397.32,79.59
6216,彰化縣,伸港鄉,泉州村,421,556,286770,516,254,661,433.07,83.97
6217,彰化縣,伸港鄉,泉厝村,463,358,215725,603,282,742,604.7,100.35
6218,彰化縣,伸港鄉,曾家村,433,426,216768,509,252,654,396.11,77.84
6219,彰化縣,伸港鄉,蚵寮村,427,237,123266,520,246,645,443.12,85.2
6220,彰化縣,伸港鄉,埤墘村,425,343,198586,579,283,723,502.46,86.79
6221,彰化縣,伸港鄉,七嘉村,415,765,413761,541,256,670,475.52,87.92
6222,彰化縣,伸港鄉,汴頭村,402,661,375658,568,263,647,677.57,119.22
6223,彰化縣,伸港鄉,大同村,493,413,225931,547,270,692,417.17,76.26
6224,彰化縣,伸港鄉,其他,556,4,2408,602,398,760,305.73,50.78
6225,彰化縣,伸港鄉,合計,428,7835,4327086,552,263,682,522.73,94.65
7921,屏東縣,佳冬鄉,佳冬村,581,288,202880,704,364,918,502.74,71.37
7922,屏東縣,佳冬鄉,六根村,516,261,161430,619,322,764,486.53,78.66
7923,屏東縣,佳冬鄉,賴家村,468,163,95546,586,336,706,501.4,85.54
7924,屏東縣,佳冬鄉,萬建村,527,323,205242,635,331,836,433.26,68.19
7925,屏東縣,佳冬鄉,石光村,525,339,221302,653,323,843,543.32,83.23
7926,屏東縣,佳冬鄉,玉光村,457,357,199936,560,298,692,419.86,74.97
7927,屏東縣,佳冬鄉,昌隆村,515,198,120949,611,334,840,394.91,64.65
7928,屏東縣,佳冬鄉,豐隆村,514,109,67503,619,302,824,473.04,76.38
7929,屏東縣,佳冬鄉,大同村,529,195,130549,669,336,861,532.67,79.56
7930,屏東縣,佳冬鄉,羗園村,469,151,91721,607,302,730,767.64,126.38
7931,屏東縣,佳冬鄉,燄溫村,469,135,74339,551,272,661,403.03,73.19
7932,屏東縣,佳冬鄉,塭豐村,407,239,117661,492,256,622,435.05,88.37
7933,屏東縣,佳冬鄉,其他,209,1,209,209,209,209,0,0
7934,屏東縣,佳冬鄉,合計,498,2759,1689267,612,314,780,493.6,80.62
1812,台南市,佳里區,鎮山里,471,1400,857597,613,308,751,558.17,91.12
1813,台南市,佳里區,東寧里,491,509,378174,743,296,847,1329.86,178.99
1814,台南市,佳里區,六安里,546,1081,784039,725,324,931,629.22,86.75
1815,台南市,佳里區,安西里,519,3184,2249926,707,316,893,747.3,105.76
1816,台南市,佳里區,建南里,499,2098,1414180,674,313,858,612.2,90.82
1817,台南市,佳里區,佳化里,453,519,314192,605,309,732,503.01,83.09
1818,台南市,佳里區,禮化里,465,236,161195,683,316,803,1150.8,168.48
1819,台南市,佳里區,興化里,520,330,209744,636,326,793,509.14,80.11
1820,台南市,佳里區,營頂里,557,139,107192,771,335,856,798.1,103.49
1821,台南市,佳里區,溪洲里,437,79,46178,585,288,720,440.7,75.39
1822,台南市,佳里區,頂廍里,493,199,117281,589,294,779,416.64,70.69
1823,台南市,佳里區,海澄里,436,326,188255,577,267,730,510.78,88.45
1824,台南市,佳里區,漳洲里,447,137,68754,502,288,664,306.58,61.09
1825,台南市,佳里區,子龍里,507,298,193398,649,281,827,575.7,88.71
1826,台南市,佳里區,三協里,513,221,153865,696,338,836,696.25,100
1827,台南市,佳里區,民安里,485,316,189000,598,329,737,436.79,73.03
1828,台南市,佳里區,龍安里,401,212,122209,576,257,648,658.14,114.17
1829,台南市,佳里區,蚶寮里,465,152,80501,530,296,687,342.48,64.67
1830,台南市,佳里區,通興里,430,189,94526,500,272,613,362.23,72.43
1831,台南市,佳里區,嘉福里,423,181,92991,514,266,683,377.87,73.55
1832,台南市,佳里區,忠仁里,513,748,484821,648,325,852,493.58,76.15
1833,台南市,佳里區,其他,579,1,579,579,579,579,0,0
1834,台南市,佳里區,合計,497,12555,8308596,662,309,827,676.08,102.16
8010,屏東縣,來義鄉,丹林村,413,151,70922,470,215,628,366.07,77.94
8011,屏東縣,來義鄉,來義村,276,222,81145,366,189,510,270.97,74.13
8012,屏東縣,來義鄉,古樓村,341,189,81841,433,210,558,312.52,72.17
8013,屏東縣,來義鄉,望嘉村,390,131,59621,455,210,647,347.35,76.32
8014,屏東縣,來義鄉,文樂村,434,143,67853,474,207,647,334.82,70.56
8015,屏東縣,來義鄉,義林村,308,114,45474,399,204,581,302.33,75.79
8016,屏東縣,來義鄉,南和村,348,175,81268,464,152,628,506.01,108.96
8017,屏東縣,來義鄉,其他,0,0,0,0,0,0,0,0
8018,屏東縣,來義鄉,合計,348,1125,488123,434,203,594,356.69,82.21
437,台北市,信義區,松友里,657,2176,2115626,972,379,1216,1205.9,124.03
438,台北市,信義區,六藝里,658,1091,942970,864,366,1108,763.39,88.32
439,台北市,信義區,中興里,718,1196,1457788,1219,361,1394,2083.6,170.94
440,台北市,信義區,永吉里,499,915,634521,693,291,862,674.32,97.24
441,台北市,信義區,敦厚里,713,1799,1833526,1019,361,1303,1092.82,107.22
442,台北市,信義區,大道里,627,2113,2013154,953,357,1205,1175.78,123.41
443,台北市,信義區,安康里,920,3590,10389122,2894,461,2016,15309.31,529.02
444,台北市,信義區,嘉興里,608,1143,1040918,911,353,1108,1034.98,113.65
445,台北市,信義區,五全里,601,1708,1590728,931,332,1091,1460.98,156.87
446,台北市,信義區,新仁里,813,1221,1610069,1319,415,1553,2273.5,172.41
447,台北市,信義區,正和里,769,1620,2077646,1282,375,1597,1946.62,151.78
448,台北市,信義區,惠安里,625,2075,1909959,920,353,1169,983.37,106.83
449,台北市,信義區,三犁里,765,1784,3584512,2009,393,1625,8806.85,438.31
450,台北市,信義區,六合里,750,2248,3218946,1432,400,1494,4588.79,320.47
451,台北市,信義區,泰和里,595,2390,2082179,871,343,1086,981.42,112.65
452,台北市,信義區,西村里,716,1577,1717685,1089,378,1374,1395.75,128.14
453,台北市,信義區,興隆里,802,992,5379376,5423,356,1836,74513.31,1374.09
454,台北市,信義區,景新里,829,1766,5447354,3085,406,1701,22683.08,735.37
455,台北市,信義區,景聯里,675,1606,1660081,1034,363,1302,1400,135.44
456,台北市,信義區,景勤里,585,1267,1066665,842,338,1033,888.93,105.59
457,台北市,信義區,黎順里,639,1278,1277043,999,363,1275,1118.75,111.96
458,台北市,信義區,黎平里,675,2357,2367155,1004,380,1256,1134.32,112.95
459,台北市,信義區,黎忠里,629,1488,1327103,892,371,1088,971.85,108.97
460,台北市,信義區,松隆里,508,629,445456,708,300,867,697.52,98.49
461,台北市,信義區,中坡里,604,1491,1422418,954,346,1079,1762.07,184.7
462,台北市,信義區,永春里,574,1535,1269275,827,322,1004,1118.22,135.23
463,台北市,信義區,富臺里,734,1451,1547765,1067,389,1299,1276.27,119.65
464,台北市,信義區,長春里,579,1172,993692,848,334,1027,1255.55,148.08
465,台北市,信義區,五常里,622,1196,1129936,945,371,1120,1186.16,125.55
466,台北市,信義區,四維里,636,1761,1693052,961,360,1179,1037.77,107.94
467,台北市,信義區,雅祥里,623,1643,1620507,986,349,1149,1271.64,128.93
468,台北市,信義區,興雅里,682,1993,2057493,1032,361,1262,1382.7,133.94
469,台北市,信義區,廣居里,765,2667,3131880,1174,398,1515,1312.64,111.78
470,台北市,信義區,中行里,599,2440,2047910,839,363,1020,960.04,114.38
471,台北市,信義區,四育里,613,1778,1550869,872,358,1141,852.41,97.73
472,台北市,信義區,國業里,753,2470,2796504,1132,393,1468,1321.59,116.73
473,台北市,信義區,松光里,656,1690,1596055,944,369,1158,1008.64,106.8
474,台北市,信義區,大仁里,563,1220,961811,788,321,978,764.18,96.93
475,台北市,信義區,雙和里,664,2363,2277034,964,374,1209,1042.24,108.16
476,台北市,信義區,黎安里,488,430,293529,683,294,826,661.69,96.93
477,台北市,信義區,三張里,676,2973,3952749,1330,352,1298,6139.55,461.78
478,台北市,信義區,其他,413,121,90621,749,251,785,995.44,132.91
479,台北市,信義區,合計,665,70423,87622684,1244,364,1263,10440.8,839.13
1316,基隆市,信義區,仁壽里,590,412,351332,853,318,1049,898.11,105.32
1317,基隆市,信義區,仁義里,627,496,438391,884,372,1140,962.18,108.86
1318,基隆市,信義區,義幸里,570,845,709498,840,314,998,1672.13,199.15
1319,基隆市,信義區,義民里,585,240,184114,767,372,939,710.24,92.58
1320,基隆市,信義區,義和里,549,409,296553,725,310,921,636.14,87.74
1321,基隆市,信義區,智慧里,584,201,150373,748,309,987,623.82,83.38
1322,基隆市,信義區,智誠里,510,420,275036,655,327,811,530.48,81.01
1323,基隆市,信義區,禮儀里,581,508,376965,742,332,911,733.26,98.81
1324,基隆市,信義區,禮東里,570,596,493597,828,333,1090,817.1,98.66
1325,基隆市,信義區,信綠里,565,759,572641,754,339,971,681.9,90.38
1326,基隆市,信義區,孝岡里,499,372,234532,630,306,840,477.3,75.71
1327,基隆市,信義區,孝深里,526,945,616069,652,328,799,703.86,107.97
1328,基隆市,信義區,東光里,499,655,439242,671,300,817,601.31,89.67
1329,基隆市,信義區,東安里,552,929,702608,756,337,971,717.8,94.91
1330,基隆市,信義區,義昭里,560,345,273470,793,317,1075,723.51,91.28
1331,基隆市,信義區,東明里,558,1115,810794,727,338,954,603.84,83.04
1332,基隆市,信義區,東信里,626,1265,1063057,840,369,1090,795.99,94.72
1333,基隆市,信義區,孝賢里,543,1121,833703,744,330,956,729.79,98.13
1334,基隆市,信義區,孝德里,509,715,443684,621,313,792,472.65,76.17
1335,基隆市,信義區,孝忠里,651,1718,1442279,840,371,1111,704.44,83.91
1336,基隆市,信義區,其他,406,2,811,406,352,459,152.16,37.52
1337,基隆市,信義區,合計,565,14068,10708747,761,334,971,799.76,105.06
5885,南投縣,信義鄉,明德村,509,223,141384,634,291,886,530.99,83.75
5886,南投縣,信義鄉,地利村,475,90,48940,544,282,731,407.97,75.02
5887,南投縣,信義鄉,人和村,491,95,58619,617,365,733,413.93,67.08
5888,南投縣,信義鄉,愛國村,469,79,46678,591,239,724,718.19,121.55
5889,南投縣,信義鄉,自強村,398,89,53460,601,273,744,572.31,95.28
