ID,縣市,行政區,鄉鎮村里,中位數,納稅單位,綜合所得總額,平均數,第一分位數,第三分位數,標準差,變異係數
1195,基隆市,七堵區,八德里,463,547,352324,644,304,751,687.43,106.73
1196,基隆市,七堵區,長興里,527,1258,821867,653,334,808,521.37,79.8
1197,基隆市,七堵區,正光里,503,768,508203,662,315,824,605.24,91.46
1198,基隆市,七堵區,永平里,547,668,479688,718,314,935,725.24,100.99
1199,基隆市,七堵區,富民里,555,1268,943763,744,321,927,761.83,102.36
1200,基隆市,七堵區,自強里,495,284,182824,644,327,751,613.39,95.28
1201,基隆市,七堵區,泰安里,530,1373,920386,670,320,860,610.5,91.07
1202,基隆市,七堵區,堵南里,510,705,447418,635,317,828,484.46,76.34
1203,基隆市,七堵區,堵北里,503,1207,755407,626,305,766,533.01,85.17
1204,基隆市,七堵區,六堵里,543,713,529562,743,350,929,631.49,85.02
1205,基隆市,七堵區,友一里,660,640,711066,1111,366,1257,1785.12,160.67
1206,基隆市,七堵區,友二里,452,113,65457,579,289,673,466.4,80.52
1207,基隆市,七堵區,瑪東里,481,66,46953,711,310,803,753.82,105.96
1208,基隆市,七堵區,瑪南里,481,145,86043,593,316,700,496.33,83.64
1209,基隆市,七堵區,瑪西里,442,84,49723,592,293,764,463.05,78.23
1210,基隆市,七堵區,永安里,549,728,527332,724,330,885,690.27,95.29
1211,基隆市,七堵區,百福里,522,2008,1345875,670,320,819,585.72,87.39
1212,基隆市,七堵區,實踐里,505,1242,795276,640,314,794,601.29,93.9
1213,基隆市,七堵區,正明里,540,699,483691,692,314,925,566.05,81.8
1214,基隆市,七堵區,長安里,468,624,381007,611,312,770,522.95,85.65
1215,基隆市,七堵區,其他,281,11,3619,329,238,465,174.92,53.16
1216,基隆市,七堵區,合計,522,15151,10437484,689,320,849,705.95,102.48
8585,澎湖縣,七美鄉,東湖村,432,44,22280,506,293,716,331.85,65.54
8586,澎湖縣,七美鄉,西湖村,370,86,46789,544,165,770,514.13,94.5
8587,澎湖縣,七美鄉,中和村,616,108,79334,735,333,900,608.28,82.81
8588,澎湖縣,七美鄉,平和村,649,57,43037,755,448,1057,457.95,60.65
8589,澎湖縣,七美鄉,南港村,554,203,138722,683,331,884,588.81,86.16
8590,澎湖縣,七美鄉,海豐村,444,58,34857,601,311,793,464.47,77.29
8591,澎湖縣,七美鄉,其他,0,0,0,0,0,0,0,0
8592,澎湖縣,七美鄉,合計,542,556,365019,657,300,875,544.4,82.92
1849,台南市,七股區,後港里,438,96,54893,572,277,694,470.43,82.27
1850,台南市,七股區,大潭里,506,122,71095,583,310,733,406.35,69.73
1851,台南市,七股區,頂山里,426,140,72663,519,285,631,447.48,86.22
1852,台南市,七股區,西寮里,469,62,36444,588,318,704,451.27,76.77
1853,台南市,七股區,城內里,462,68,45281,666,253,762,811.12,121.81
1854,台南市,七股區,篤加里,436,148,96986,655,322,675,989.95,151.06
1855,台南市,七股區,中寮里,392,119,64255,540,247,638,498.62,92.34
1856,台南市,七股區,鹽埕里,402,52,24662,474,271,517,367.18,77.42
1857,台南市,七股區,七股里,492,195,126848,651,309,727,1138.24,174.98
1858,台南市,七股區,溪南里,505,59,43709,741,303,887,934.91,126.2
1859,台南市,七股區,玉成里,432,176,98845,562,272,707,491.22,87.46
1860,台南市,七股區,大埕里,469,343,190034,554,283,677,454.63,82.06
1861,台南市,七股區,大寮里,416,186,95454,513,278,623,538.95,105.02
1862,台南市,七股區,看坪里,403,115,58280,507,303,576,386.98,76.36
1863,台南市,七股區,樹林里,465,230,133347,580,320,723,410.8,70.86
1864,台南市,七股區,竹港里,440,137,84193,615,328,676,692.96,112.76
1865,台南市,七股區,竹橋里,412,135,71297,528,306,691,371.96,70.43
1866,台南市,七股區,義合里,503,202,117076,580,321,721,449.41,77.54
1867,台南市,七股區,槺榔里,447,127,69513,547,304,695,373.2,68.18
1868,台南市,七股區,永吉里,482,132,74945,568,311,694,417.27,73.49
1869,台南市,七股區,三股里,434,210,112534,536,270,666,399.53,74.56
1870,台南市,七股區,十份里,429,200,115545,578,269,679,644.57,111.57
1871,台南市,七股區,龍山里,401,264,150662,571,275,640,588.39,103.1
1872,台南市,七股區,其他,0,0,0,0,0,0,0,0
1873,台南市,七股區,合計,443,3518,2008562,571,291,686,586.46,102.72
7974,屏東縣,三地門鄉,三地村,497,207,128490,621,287,772,603.92,97.29
7975,屏東縣,三地門鄉,賽嘉村,437,68,35586,523,327,622,330.02,63.06
7976,屏東縣,三地門鄉,口社村,532,72,42911,596,325,747,426.4,71.55
7977,屏東縣,三地門鄉,安坡村,401,44,24052,547,330,683,463.44,84.78
7978,屏東縣,三地門鄉,青山村,509,70,42069,601,361,754,376.96,62.72
7979,屏東縣,三地門鄉,達來村,418,28,13009,465,330,574,243.86,52.49
7980,屏東縣,三地門鄉,青葉村,544,44,23220,528,319,671,275.62,52.23
7981,屏東縣,三地門鄉,德文村,470,40,22185,555,314,724,374.38,67.5
7982,屏東縣,三地門鄉,大社村,455,60,31579,526,347,681,281.32,53.45
7983,屏東縣,三地門鄉,馬兒村,346,23,10847,472,270,608,298.54,63.3
7984,屏東縣,三地門鄉,其他,85,1,85,85,85,85,0,0
7985,屏東縣,三地門鄉,合計,478,657,374033,569,308,711,450.51,79.13
3693,新北市,三峽區,三峽里,460,117,66685,570,312,649,486.17,85.3
3694,新北市,三峽區,秀川里,473,121,67807,560,242,754,429.88,76.71
3695,新北市,三峽區,八張里,505,877,576741,658,309,816,843.26,128.23
3696,新北市,三峽區,中埔里,479,497,283265,570,292,752,422.45,74.12
3697,新北市,三峽區,礁溪里,511,1333,904893,679,311,823,648.54,95.54
3698,新北市,三峽區,永館里,516,1917,1391805,726,312,895,835.66,115.1
3699,新北市,三峽區,鳶山里,512,2332,1610386,691,317,827,748.6,108.41
3700,新北市,三峽區,龍埔里,571,2731,2103841,770,335,968,758.02,98.4
3701,新北市,三峽區,弘道里,433,301,179508,596,295,759,512.22,85.89
3702,新北市,三峽區,大埔里,529,1061,732159,690,307,917,613.97,88.97
3703,新北市,三峽區,嘉添里,499,551,371188,674,309,798,665.56,98.8
3704,新北市,三峽區,添福里,431,300,188193,627,299,693,789.52,125.86
3705,新北市,三峽區,溪南里,454,374,272299,728,300,781,1440.59,197.86
3706,新北市,三峽區,溪北里,494,570,350101,614,326,767,510.9,83.18
3707,新北市,三峽區,溪東里,468,765,475495,622,322,728,612.3,98.51
3708,新北市,三峽區,成福里,479,255,163479,641,302,748,727.34,113.45
3709,新北市,三峽區,安坑里,457,324,184545,570,300,676,432.28,75.89
3710,新北市,三峽區,竹崙里,423,436,252848,580,263,676,739.58,127.53
3711,新北市,三峽區,金圳里,436,104,55696,536,289,595,400.79,74.84
3712,新北市,三峽區,五寮里,372,159,76722,483,250,587,407.22,84.39
3713,新北市,三峽區,插角里,529,152,112862,743,329,789,890.47,119.93
3714,新北市,三峽區,有木里,449,114,62127,545,261,662,450.35,82.64
3715,新北市,三峽區,安溪里,559,1725,1244743,722,322,899,860.55,119.26
3716,新北市,三峽區,中正里,492,1183,752499,636,308,809,562.74,88.47
3717,新北市,三峽區,介壽里,486,1414,855443,605,298,763,510.64,84.41
3718,新北市,三峽區,二鬮里,513,766,517361,675,320,835,599.41,88.75
3719,新北市,三峽區,龍恩里,735,1184,1175810,993,405,1272,971.36,97.81
3720,新北市,三峽區,龍學里,786,2463,2675699,1086,446,1390,1336.01,122.98
3721,新北市,三峽區,其他,456,16,14416,901,256,1148,1011.81,112.3
3722,新北市,三峽區,合計,534,24142,17718618,734,322,899,829.77,113.06
4458,宜蘭縣,三星鄉,月眉村,510,202,119762,593,297,727,456.86,77.06
4459,宜蘭縣,三星鄉,人和村,523,79,50675,641,290,811,576.63,89.89
4460,宜蘭縣,三星鄉,義德村,468,273,160836,589,303,782,476.75,80.92
4461,宜蘭縣,三星鄉,雙賢村,519,107,79292,741,297,804,1418.67,191.44
4462,宜蘭縣,三星鄉,集慶村,507,254,159790,629,308,746,558.24,88.74
4463,宜蘭縣,三星鄉,萬德村,448,116,67568,582,323,684,465.29,79.88
4464,宜蘭縣,三星鄉,萬富村,546,155,115640,746,351,855,673.34,90.25
4465,宜蘭縣,三星鄉,貴林村,450,95,54124,570,275,661,495.89,87.04
4466,宜蘭縣,三星鄉,大隱村,467,902,575509,638,285,727,1179.12,184.81
4467,宜蘭縣,三星鄉,行健村,456,162,92819,573,255,773,653.15,114
4468,宜蘭縣,三星鄉,拱照村,446,209,130008,622,276,822,528.75,85
4469,宜蘭縣,三星鄉,大洲村,523,388,287573,741,301,801,1456.84,196.56
4470,宜蘭縣,三星鄉,大義村,497,265,180013,679,282,829,631.41,92.95
4471,宜蘭縣,三星鄉,尾塹村,540,321,202757,632,329,788,435.6,68.96
4472,宜蘭縣,三星鄉,尚武村,485,180,101927,566,294,692,393.4,69.47
4473,宜蘭縣,三星鄉,天山村,420,110,70152,638,280,698,602.05,94.4
4474,宜蘭縣,三星鄉,天福村,495,145,94827,654,279,747,677.35,103.57
4475,宜蘭縣,三星鄉,員山村,384,56,26829,479,251,700,324.95,67.83
4476,宜蘭縣,三星鄉,其他,281,5,1838,368,246,436,231.95,63.09
4477,宜蘭縣,三星鄉,合計,487,4024,2571940,639,295,756,871.97,136.43
2315,高雄市,三民區,鼎金里,551,948,676997,714,319,870,841.68,117.86
2316,高雄市,三民區,鼎西里,552,1902,1372444,722,338,889,731.95,101.44
2317,高雄市,三民區,本館里,572,2395,1839017,768,334,970,721.79,94
2318,高雄市,三民區,寶獅里,567,1083,902903,834,329,1060,828.15,99.33
2319,高雄市,三民區,灣子里,550,1019,765670,751,316,943,728.92,97.01
2320,高雄市,三民區,安東里,586,1005,877279,873,333,1049,1283.36,147.02
2321,高雄市,三民區,安生里,552,455,368709,810,329,991,898.53,110.88
2322,高雄市,三民區,港東里,477,385,287412,747,266,877,1100.69,147.44
2323,高雄市,三民區,港西里,498,192,133972,698,292,814,749.15,107.36
2324,高雄市,三民區,港北里,322,7,2667,381,295,459,190.18,49.91
2325,高雄市,三民區,博愛里,474,405,287457,710,293,826,786.09,110.75
2326,高雄市,三民區,建東里,483,284,176061,620,283,771,554.41,89.43
2327,高雄市,三民區,鳳南里,508,262,186786,713,311,847,806.05,113.06
2328,高雄市,三民區,鳳北里,491,388,262237,676,287,849,673.24,99.61
2329,高雄市,三民區,德東里,509,262,183260,699,266,851,738.13,105.53
2330,高雄市,三民區,德西里,548,308,252389,819,322,1031,880.32,107.43
2331,高雄市,三民區,德北里,519,603,472165,783,312,939,875.45,111.8
2332,高雄市,三民區,川東里,535,408,285915,701,309,858,685.53,97.83
2333,高雄市,三民區,千歲里,532,361,263820,731,282,994,651.94,89.21
2334,高雄市,三民區,千北里,501,334,231300,693,290,894,700.28,101.12
2335,高雄市,三民區,興德里,587,499,391935,785,283,999,753.46,95.93
2336,高雄市,三民區,正興里,643,3452,3058467,886,355,1141,849.09,95.83
2337,高雄市,三民區,十全里,552,499,395762,793,296,1011,920.01,116
2338,高雄市,三民區,豐裕里,519,698,458143,656,322,807,528.87,80.57
2339,高雄市,三民區,力行里,472,327,216440,662,281,787,690.7,104.35
2340,高雄市,三民區,立誠里,524,230,190264,827,291,994,1083.73,131.01
2341,高雄市,三民區,立德里,521,386,291343,755,292,922,764.01,101.22
2342,高雄市,三民區,達德里,620,514,512532,997,357,1121,1269.52,127.32
2343,高雄市,三民區,灣華里,543,796,592637,745,329,917,791.33,106.29
2344,高雄市,三民區,灣中里,548,1390,1026544,739,330,897,737.52,99.86
2345,高雄市,三民區,灣復里,482,899,572351,637,306,793,600.08,94.26
2346,高雄市,三民區,灣興里,613,571,553718,970,362,1187,1097.3,113.16
2347,高雄市,三民區,寶珠里,547,1531,1190870,778,320,960,840.06,108
2348,高雄市,三民區,民享里,553,706,593014,840,291,979,1032.71,122.95
2349,高雄市,三民區,安宜里,541,944,720009,763,318,933,882.63,115.72
2350,高雄市,三民區,同德里,588,920,826289,898,334,1085,1066.7,118.77
2351,高雄市,三民區,精華里,586,504,437510,868,316,1020,1100.35,126.76
2352,高雄市,三民區,長明里,474,329,276201,840,254,858,2861.87,340.9
2353,高雄市,三民區,裕民里,605,352,275100,782,356,1022,675.51,86.43
2354,高雄市,三民區,寶龍里,568,1241,1073027,865,324,1029,992.09,114.74
2355,高雄市,三民區,港新里,560,501,436129,871,296,964,1337.58,153.65
2356,高雄市,三民區,博惠里,552,1239,994157,802,326,985,881.95,109.92
2357,高雄市,三民區,立業里,511,276,190337,690,285,857,705.45,102.29
2358,高雄市,三民區,十美里,545,580,471420,813,320,964,898.78,110.58
2359,高雄市,三民區,德行里,534,347,290556,837,319,974,954.41,113.98
2360,高雄市,三民區,安邦里,569,1126,959257,852,334,1013,1205.87,141.55
2361,高雄市,三民區,千秋里,450,531,304986,574,290,733,498.89,86.86
2362,高雄市,三民區,灣勝里,490,525,363607,693,277,775,1167.86,168.62
2363,高雄市,三民區,灣利里,496,917,574584,627,308,811,504.56,80.52
2364,高雄市,三民區,達明里,533,521,419082,804,316,967,877.54,109.1
2365,高雄市,三民區,達勇里,568,335,310508,927,316,1089,1069.92,115.43
2366,高雄市,三民區,達仁里,576,499,428057,858,318,1043,906.66,105.69
2367,高雄市,三民區,灣愛里,482,685,419872,613,303,728,554.6,90.48
2368,高雄市,三民區,安和里,522,811,625234,771,300,905,1121.22,145.44
2369,高雄市,三民區,德智里,576,763,631814,828,325,1053,874.73,105.64
2370,高雄市,三民區,寶興里,567,1912,1600874,837,321,944,1682.82,200.99
2371,高雄市,三民區,安康里,458,590,341515,579,303,705,465.99,80.5
2372,高雄市,三民區,安寧里,495,388,228110,588,303,703,459.95,78.23
2373,高雄市,三民區,鼎盛里,580,2033,1577794,776,336,969,794.68,102.39
2374,高雄市,三民區,鼎泰里,714,6323,6385388,1010,384,1275,1104.49,109.37
2375,高雄市,三民區,本武里,572,476,369576,776,332,920,721.42,92.92
2376,高雄市,三民區,本文里,534,612,474660,776,324,896,1238.26,159.65
2377,高雄市,三民區,寶盛里,621,1602,1373447,857,337,1051,949.91,110.8
2378,高雄市,三民區,寶華里,671,1064,1021698,960,371,1201,1282.79,133.59
2379,高雄市,三民區,寶民里,575,912,773832,849,332,1050,866.83,102.16
2380,高雄市,三民區,寶中里,513,862,605834,703,310,847,749.25,106.61
2381,高雄市,三民區,寶玉里,597,2406,1964207,816,339,1077,745.97,91.38
2382,高雄市,三民區,灣成里,552,597,428570,718,340,885,596.16,83.05
2383,高雄市,三民區,安吉里,577,1358,1147054,845,325,1072,1186.33,140.45
2384,高雄市,三民區,安泰里,578,1231,1013794,824,325,1029,876.97,106.49
2385,高雄市,三民區,德仁里,534,599,485055,810,316,886,1796.79,221.89
2386,高雄市,三民區,寶國里,636,2251,2014505,895,351,1123,1336.81,149.37
2387,高雄市,三民區,正順里,575,1043,871457,836,331,1023,843.67,100.97
2388,高雄市,三民區,安發里,580,1407,1268238,901,318,1133,1288.44,142.94
2389,高雄市,三民區,鼎中里,555,1038,788197,759,323,958,808.41,106.46
2390,高雄市,三民區,寶業里,590,1462,1274432,872,337,1094,1025.8,117.68
2391,高雄市,三民區,寶慶里,527,802,564213,704,306,884,624.08,88.71
2392,高雄市,三民區,寶德里,557,1416,1085517,767,329,952,732.14,95.5
2393,高雄市,三民區,寶泰里,562,1135,948711,836,323,1029,904.7,108.23
2394,高雄市,三民區,寶安里,591,2067,1795273,869,332,1077,1114.31,128.3
2395,高雄市,三民區,本元里,603,1532,1279470,835,354,1046,779.38,93.32
2396,高雄市,三民區,本安里,646,1440,1394446,968,355,1234,1127.17,116.4
2397,高雄市,三民區,本上里,718,1541,1739791,1129,374,1514,1260.21,111.62
2398,高雄市,三民區,本揚里,659,2272,2175756,958,349,1227,982.85,102.63
2399,高雄市,三民區,鼎力里,542,1088,820068,754,324,993,691.47,91.74
2400,高雄市,三民區,鼎強里,554,1046,723830,692,325,899,544.6,78.7
2401,高雄市,三民區,本和里,615,2248,1900387,845,359,1083,812.74,96.14
2402,高雄市,三民區,其他,790,18,13497,750,401,999,482.4,64.34
2403,高雄市,三民區,合計,577,86221,71349411,828,330,1019,985.96,119.15
5562,苗栗縣,三灣鄉,三灣村,510,645,414815,643,313,870,475.98,74.01
5563,苗栗縣,三灣鄉,內灣村,496,172,111379,648,315,858,532.23,82.19
5564,苗栗縣,三灣鄉,銅鏡村,491,250,187408,750,298,857,941.9,125.65
5565,苗栗縣,三灣鄉,頂寮村,483,59,34328,582,353,698,413.5,71.07
5566,苗栗縣,三灣鄉,北埔村,435,114,59577,523,261,703,373.22,71.42
5567,苗栗縣,三灣鄉,大河村,512,107,66851,625,325,806,451.59,72.28
5568,苗栗縣,三灣鄉,大坪村,496,127,81070,638,314,857,518.85,81.28
5569,苗栗縣,三灣鄉,永和村,468,80,50292,629,262,743,640.59,101.9
5570,苗栗縣,三灣鄉,其他,0,0,0,0,0,0,0,0
5571,苗栗縣,三灣鄉,合計,496,1554,1005720,647,305,827,586.17,90.57
5435,苗栗縣,三義鄉,廣盛村,540,1229,826245,672,332,839,561.02,83.45
5436,苗栗縣,三義鄉,双湖村,555,514,348147,677,342,918,518.51,76.55
5437,苗栗縣,三義鄉,双潭村,564,409,292809,716,363,920,583.36,81.48
5438,苗栗縣,三義鄉,勝興村,484,1075,660493,614,314,780,516.18,84.01
5439,苗栗縣,三義鄉,西湖村,513,369,236628,641,326,782,596.43,93.01
5440,苗栗縣,三義鄉,龍騰村,501,84,56701,675,267,837,661.63,98.02
5441,苗栗縣,三義鄉,鯉魚潭村,456,267,154202,578,282,693,441.65,76.47
5442,苗栗縣,三義鄉,其他,168,1,168,168,168,168,0,0
5443,苗栗縣,三義鄉,合計,518,3948,2575392,652,328,830,545.47,83.62
4136,新北市,三芝區,八賢里,436,95,51179,539,260,734,512.65,95.16
4137,新北市,三芝區,埔頭里,468,1315,757775,576,286,733,475.32,82.48
4138,新北市,三芝區,古庄里,476,271,161720,597,290,753,456.5,76.5
4139,新北市,三芝區,新庄里,421,222,115813,522,275,641,398.47,76.38
4140,新北市,三芝區,埔坪里,453,1751,994865,568,274,713,504.27,88.75
4141,新北市,三芝區,茂長里,427,155,86355,557,236,728,502.97,90.28
4142,新北市,三芝區,橫山里,382,139,74030,533,226,685,459.95,86.36
4143,新北市,三芝區,錫板里,505,205,131015,639,302,754,573.06,89.67
4144,新北市,三芝區,後厝里,507,574,427496,745,277,887,980.76,131.69
4145,新北市,三芝區,福德里,495,203,166116,818,272,909,1283.86,156.89
4146,新北市,三芝區,圓山里,446,151,97695,647,248,779,831,128.44
4147,新北市,三芝區,店子里,446,155,90146,582,269,742,476.92,82
4148,新北市,三芝區,興華里,484,318,242541,763,292,812,1138.74,149.3
4149,新北市,三芝區,其他,368,2,735,368,284,451,234.97,63.93
4150,新北市,三芝區,合計,462,5556,3397480,611,275,747,665.77,108.88
3313,新北市,三重區,二重里,491,551,337596,613,316,746,533.43,87.06
3314,新北市,三重區,五谷里,520,690,504031,730,332,895,717.32,98.2
3315,新北市,三重區,德厚里,583,102,72414,710,346,822,663.14,93.41
3316,新北市,三重區,福祉里,600,1690,1410075,834,338,1064,827.53,99.18
3317,新北市,三重區,過田里,575,1865,1478244,793,326,990,986.9,124.51
3318,新北市,三重區,溪美里,519,2173,1470050,677,321,862,571.54,84.48
3319,新北市,三重區,厚德里,553,1006,764106,760,336,956,752.21,99.03
3320,新北市,三重區,慈化里,502,652,412511,633,301,797,696.67,110.11
3321,新北市,三重區,永安里,518,1065,730372,686,323,860,642.61,93.7
3322,新北市,三重區,六合里,491,1003,625188,623,295,769,538.33,86.37
3323,新北市,三重區,福利里,564,614,496727,809,344,1004,825.74,102.07
3324,新北市,三重區,永興里,547,445,339562,763,321,952,763.48,100.05
3325,新北市,三重區,清和里,602,1309,1129930,863,353,1057,909.17,105.33
3326,新北市,三重區,仁德里,470,574,398213,694,276,714,1397.45,201.43
3327,新北市,三重區,開元里,493,404,241763,598,306,745,461.84,77.18
3328,新北市,三重區,大德里,498,274,183470,670,330,820,558.56,83.42
3329,新北市,三重區,錦通里,441,380,219120,577,273,702,596.5,103.44
3330,新北市,三重區,光華里,524,546,388681,712,292,851,708.08,99.47
3331,新北市,三重區,光榮里,572,463,371798,803,324,1044,854.78,106.45
3332,新北市,三重區,大園里,474,696,460795,662,305,779,713.88,107.83
3333,新北市,三重區,長生里,510,254,190633,751,273,870,1381.92,184.13
3334,新北市,三重區,長安里,494,574,490872,855,324,790,4375.6,511.66
3335,新北市,三重區,同安里,437,340,195265,574,292,650,531.62,92.57
3336,新北市,三重區,光明里,561,2147,1828369,852,340,1003,1132.9,133.03
3337,新北市,三重區,菜寮里,492,595,398212,669,307,812,660.48,98.69
3338,新北市,三重區,大同里,518,562,387286,689,302,833,688.47,99.9
3339,新北市,三重區,長泰里,462,601,364246,606,295,763,680.98,112.36
3340,新北市,三重區,長元里,508,690,451212,654,312,847,534.31,81.71
3341,新北市,三重區,介壽里,490,356,249044,700,305,798,808.61,115.59
3342,新北市,三重區,三安里,523,810,571201,705,309,846,752.94,106.77
3343,新北市,三重區,文化里,526,698,493495,707,324,816,843.42,119.29
3344,新北市,三重區,正義里,544,550,502853,914,316,906,2356.89,257.79
3345,新北市,三重區,中正里,488,383,256846,671,314,831,616.74,91.97
3346,新北市,三重區,仁義里,455,303,197251,651,291,725,651.78,100.12
3347,新北市,三重區,長江里,520,528,397238,752,317,934,847.03,112.59
3348,新北市,三重區,錦江里,444,583,355782,610,295,718,804.89,131.89
3349,新北市,三重區,龍門里,512,487,1038326,2132,317,841,25971.19,1218.11
3350,新北市,三重區,大安里,516,392,253770,647,317,844,509.67,78.73
3351,新北市,三重區,光正里,593,671,638081,951,344,1108,1128.47,118.67
3352,新北市,三重區,重新里,527,453,308065,680,292,807,652.2,95.9
3353,新北市,三重區,民生里,494,1150,735109,639,310,770,615.81,96.34
3354,新北市,三重區,中山里,492,771,542308,703,267,832,813.87,115.71
3355,新北市,三重區,國隆里,527,753,530804,705,312,858,680.77,96.57
3356,新北市,三重區,重陽里,526,972,673120,693,327,835,917,132.42
3357,新北市,三重區,幸福里,482,1292,888169,687,304,796,910.12,132.39
3358,新北市,三重區,福安里,533,859,600121,699,324,862,643.71,92.14
3359,新北市,三重區,信安里,512,559,366195,655,318,842,519.15,79.25
3360,新北市,三重區,安慶里,481,555,328533,592,324,740,440.73,74.45
3361,新北市,三重區,順德里,467,540,330108,611,314,718,594.42,97.24
3362,新北市,三重區,承德里,509,476,314851,661,314,791,639.7,96.71
3363,新北市,三重區,瑞德里,482,565,340669,603,294,752,543.77,90.18
3364,新北市,三重區,崇德里,476,1008,601269,596,293,732,502.51,84.24
3365,新北市,三重區,尚德里,478,820,501208,611,302,758,508.85,83.25
3366,新北市,三重區,培德里,537,1076,855537,795,329,908,1257.41,158.14
3367,新北市,三重區,自強里,513,516,332497,644,310,789,543.17,84.29
3368,新北市,三重區,大有里,498,1667,1072885,644,300,819,608.35,94.52
3369,新北市,三重區,頂崁里,516,779,600894,771,302,869,1708.32,221.47
3370,新北市,三重區,谷王里,500,361,253099,701,325,804,693.52,98.92
3371,新北市,三重區,中興里,503,1229,870861,709,310,820,715.35,100.95
3372,新北市,三重區,成功里,605,1858,1534193,826,342,1098,753.01,91.19
3373,新北市,三重區,重明里,573,928,788109,849,325,1092,880.99,103.74
3374,新北市,三重區,光田里,567,1394,1153917,828,341,962,1479.44,178.73
3375,新北市,三重區,田心里,493,1170,764539,653,303,775,832.5,127.4
3376,新北市,三重區,福隆里,533,1309,942227,720,329,905,666.39,92.58
3377,新北市,三重區,五常里,475,1228,752673,613,315,747,504.21,82.26
3378,新北市,三重區,慈生里,465,583,340407,584,288,741,520.96,89.22
3379,新北市,三重區,碧華里,682,1609,1584879,985,376,1178,1572.63,159.66
3380,新北市,三重區,永德里,513,1232,779688,633,314,776,521.02,82.33
3381,新北市,三重區,永福里,494,1467,956611,652,322,771,599.84,91.99
3382,新北市,三重區,福星里,489,241,161074,668,307,842,641.07,95.92
3383,新北市,三重區,錦安里,471,502,321825,641,301,832,603.09,94.07
3384,新北市,三重區,光輝里,521,431,319527,741,342,848,927.54,125.11
3385,新北市,三重區,同慶里,550,495,374643,757,323,930,803.16,106.12
3386,新北市,三重區,永春里,505,569,388099,682,325,832,610.3,89.48
3387,新北市,三重區,中民里,496,329,204564,622,290,824,468.3,75.32
3388,新北市,三重區,長福里,509,460,293228,637,310,817,486.81,76.37
3389,新北市,三重區,奕壽里,486,476,305760,642,287,815,552.58,86.02
3390,新北市,三重區,萬壽里,526,570,432008,758,335,938,713.67,94.16
3391,新北市,三重區,中央里,521,447,294579,659,328,790,567.45,86.11
3392,新北市,三重區,雙園里,499,281,187486,667,328,823,574.85,86.16
3393,新北市,三重區,正安里,504,565,387184,685,313,810,600.86,87.68
3394,新北市,三重區,吉利里,442,404,231082,572,271,720,461.79,80.74
3395,新北市,三重區,忠孝里,482,445,282665,635,309,793,546.2,85.99
3396,新北市,三重區,秀江里,465,362,242275,669,281,789,712.33,106.43
3397,新北市,三重區,龍濱里,500,871,588259,675,312,816,637.74,94.43
3398,新北市,三重區,平和里,429,369,202540,549,298,672,435.29,79.3
3399,新北市,三重區,正德里,496,308,224680,729,309,878,753.59,103.31
3400,新北市,三重區,五福里,552,1039,760066,732,333,936,645.53,88.24
3401,新北市,三重區,富華里,529,895,652355,729,324,891,782.24,107.32
3402,新北市,三重區,田安里,535,1764,1287179,730,326,904,712.31,97.62
3403,新北市,三重區,慈惠里,451,603,333572,553,291,665,473.68,85.63
3404,新北市,三重區,慈福里,461,568,313232,551,301,656,469.16,85.07
3405,新北市,三重區,永盛里,490,864,576718,667,308,816,663.27,99.37
3406,新北市,三重區,福民里,516,990,701631,709,314,871,835.75,117.92
3407,新北市,三重區,田中里,525,1782,1276222,716,329,866,762.53,106.47
3408,新北市,三重區,永清里,500,1495,940133,629,318,747,552.46,87.85
3409,新北市,三重區,維德里,460,850,516354,607,288,747,554.56,91.29
3410,新北市,三重區,五華里,576,1297,1073034,827,360,1017,798.78,96.55
3411,新北市,三重區,永煇里,454,685,393203,574,291,697,523.46,91.19
3412,新北市,三重區,三民里,536,938,679783,725,320,906,703.34,97.05
3413,新北市,三重區,錦田里,504,636,646308,1016,313,811,5567.92,547.91
3414,新北市,三重區,慈祐里,502,1266,869631,687,319,823,672.47,97.9
3415,新北市,三重區,六福里,481,1520,933555,614,309,758,504.15,82.09
3416,新北市,三重區,光陽里,540,1979,1530041,773,314,934,958.48,123.97
3417,新北市,三重區,福田里,525,1079,740229,686,311,862,611.41,89.12
3418,新北市,三重區,富福里,458,588,345383,587,299,697,498.11,84.8
3419,新北市,三重區,仁忠里,444,818,440495,539,280,701,387.51,71.96
3420,新北市,三重區,富貴里,607,1623,1476790,910,348,1116,968.55,106.44
3421,新北市,三重區,慈愛里,450,973,526948,542,286,680,407.65,75.27
3422,新北市,三重區,福德里,533,1162,881813,759,306,916,913.26,120.34
3423,新北市,三重區,永豐里,493,1526,992286,650,321,773,879.51,135.26
3424,新北市,三重區,博愛里,472,1315,827354,629,302,772,541.1,86
3425,新北市,三重區,永吉里,494,854,543154,636,308,795,539.55,84.83
3426,新北市,三重區,永順里,477,1234,739430,599,300,734,489.37,81.67
3427,新北市,三重區,永發里,528,1973,1446949,733,309,897,821.39,112
3428,新北市,三重區,立德里,532,937,708339,756,332,933,846.2,111.94
3429,新北市,三重區,福樂里,464,951,573206,603,288,763,593.13,98.41
3430,新北市,三重區,仁華里,526,1232,832171,675,312,841,586.08,86.77
3431,新北市,三重區,五順里,470,895,519975,581,299,724,454.07,78.16
3432,新北市,三重區,其他,545,42,31478,749,409,773,745.37,99.45
